year,month,district,temperature,humidity,rainfall_mm,wind_speed,condition
2021,5,Hingoli,31,84,2,7,Hot
2021,5,Jalgaon,37,87,9,8,Hot
2021,5,Jalna,31,45,3,5,Hot
2021,5,Kolhapur,26,50,7,4,Hot
2021,5,Latur,33,45,5,9,Hot
2021,5,Mumbai City,22,94,2,10,Hot
2021,5,Mumbai Suburban,29,91,9,4,Hot
2021,5,Nagpur,37,41,3,11,Hot
2021,5,Nanded,34,45,1,12,Hot
2021,5,Nandurbar,24,72,10,7,Hot
2021,5,Nashik,37,56,3,7,Hot
2021,5,Osmanabad,28,45,2,9,Hot
2021,5,Palghar,26,93,1,8,Hot
2021,5,Parbhani,30,78,10,6,Hot
2021,5,Pune,28,45,7,8,Hot
2021,5,Raigad,33,55,7,5,Hot
2021,5,Ratnagiri,32,74,10,6,Hot
2021,5,Sangli,36,56,3,6,Hot
2021,5,Satara,20,41,0,10,Hot
2021,5,Sindhudurg,20,82,4,9,Hot
2021,5,Solapur,25,82,1,10,Hot
2021,5,Thane,20,68,5,6,Hot
2021,5,Wardha,33,90,0,4,Hot
2021,5,Washim,21,82,3,9,Hot
2021,5,Yavatmal,20,49,3,5,Hot
2021,6,Ahmednagar,32,66,172,4,Rain
2021,6,Akola,36,94,251,6,Rain
2021,6,Amravati,27,82,358,12,Rain
2021,6,Aurangabad,24,42,104,11,Rain
2021,6,Beed,20,56,192,9,Rain
2021,6,Bhandara,29,47,362,2,Rain
2021,6,Buldhana,35,73,125,4,Rain
2021,6,Chandrapur,21,92,287,4,Rain
2021,6,Dhule,32,56,314,10,Rain
2021,6,Gadchiroli,37,75,207,2,Rain
2021,6,Gondia,21,90,276,3,Rain
2021,6,Hingoli,22,95,160,7,Rain
2021,6,Jalgaon,36,78,277,9,Rain
2021,6,Jalna,35,92,243,4,Rain
2021,6,Kolhapur,24,57,351,3,Rain
2021,6,Latur,35,45,268,4,Rain
2021,6,Mumbai City,35,64,226,3,Rain
2021,6,Mumbai Suburban,34,62,265,3,Rain
2021,6,Nagpur,38,90,301,9,Rain
2021,6,Nanded,31,89,167,7,Rain
2021,6,Nandurbar,24,51,175,6,Rain
2021,6,Nashik,38,53,171,5,Rain
2021,6,Osmanabad,33,48,362,9,Rain
2021,6,Palghar,20,69,333,3,Rain
2021,6,Parbhani,31,68,359,5,Rain
2021,6,Pune,38,91,329,12,Rain
2021,6,Raigad,35,95,185,6,Rain
2021,6,Ratnagiri,33,89,247,11,Rain
2021,6,Sangli,35,78,295,2,Rain
2021,6,Satara,26,60,359,8,Rain
2021,6,Sindhudurg,30,64,370,6,Rain
2021,6,Solapur,34,63,283,3,Rain
2021,6,Thane,26,45,108,8,Rain
2021,6,Wardha,25,47,164,5,Rain
2021,6,Washim,36,81,314,7,Rain
2021,6,Yavatmal,29,89,353,11,Rain
2021,7,Ahmednagar,28,62,305,9,Rain
2021,7,Akola,34,87,238,9,Rain
2021,7,Amravati,30,55,244,6,Rain
2021,7,Aurangabad,20,85,365,5,Rain
2021,7,Beed,20,58,224,2,Rain
2021,7,Bhandara,31,89,366,10,Rain
2021,7,Buldhana,37,77,178,12,Rain
2021,7,Chandrapur,21,40,154,5,Rain
2021,7,Dhule,30,64,104,2,Rain
2021,7,Gadchiroli,30,70,121,8,Rain
2021,7,Gondia,30,78,319,7,Rain
2021,7,Hingoli,28,48,148,8,Rain
2021,7,Jalgaon,32,51,221,5,Rain
2021,7,Jalna,23,45,395,7,Rain
2021,7,Kolhapur,21,80,337,4,Rain
2021,7,Latur,31,47,394,10,Rain
2021,7,Mumbai City,33,61,392,7,Rain
2021,7,Mumbai Suburban,34,47,216,9,Rain
2021,7,Nagpur,31,76,271,12,Rain
2021,7,Nanded,25,92,337,11,Rain
2021,7,Nandurbar,24,81,355,2,Rain
2021,7,Nashik,27,75,243,3,Rain
2021,7,Osmanabad,28,69,269,3,Rain
2021,7,Palghar,25,68,370,6,Rain
2021,7,Parbhani,31,55,130,6,Rain
2021,7,Pune,27,87,271,2,Rain
2021,7,Raigad,37,55,280,9,Rain
2021,7,Ratnagiri,26,58,377,10,Rain
2021,7,Sangli,38,56,271,11,Rain
2021,7,Satara,22,51,117,5,Rain
2021,7,Sindhudurg,27,65,263,12,Rain
2021,7,Solapur,33,94,107,12,Rain
2021,7,Thane,29,73,387,12,Rain
2021,7,Wardha,37,94,329,9,Rain
2021,7,Washim,37,80,305,7,Rain
2021,7,Yavatmal,37,49,218,3,Rain
2021,8,Ahmednagar,36,84,357,5,Rain
2021,8,Akola,28,60,102,10,Rain
2021,8,Amravati,24,95,185,6,Rain
2021,8,Aurangabad,22,74,285,5,Rain
2021,8,Beed,35,94,388,3,Rain
2021,8,Bhandara,22,48,146,9,Rain
2021,8,Buldhana,29,64,372,4,Rain
2021,8,Chandrapur,23,54,326,8,Rain
2021,8,Dhule,28,89,278,5,Rain
2021,8,Gadchiroli,33,54,375,3,Rain
2021,8,Gondia,27,53,215,5,Rain
2021,8,Hingoli,38,80,347,2,Rain
2021,8,Jalgaon,36,71,348,5,Rain
2021,8,Jalna,25,46,389,4,Rain
2021,8,Kolhapur,37,63,155,11,Rain
2021,8,Latur,24,50,356,10,Rain
2021,8,Mumbai City,25,59,124,6,Rain
2021,8,Mumbai Suburban,25,48,389,8,Rain
2021,8,Nagpur,38,70,281,8,Rain
2021,8,Nanded,26,77,202,5,Rain
2021,8,Nandurbar,35,42,109,5,Rain
2021,8,Nashik,33,40,245,4,Rain
2021,8,Osmanabad,25,83,100,6,Rain
2021,8,Palghar,25,79,227,7,Rain
2021,8,Parbhani,36,78,309,12,Rain
2021,8,Pune,24,80,380,7,Rain
2021,8,Raigad,21,77,165,6,Rain
2021,8,Ratnagiri,32,45,229,7,Rain
2021,8,Sangli,35,43,299,6,Rain
2021,8,Satara,34,55,316,12,Rain
2021,8,Sindhudurg,37,86,217,12,Rain
2021,8,Solapur,37,82,291,4,Rain
2021,8,Thane,30,47,388,7,Rain
2021,8,Wardha,32,40,350,4,Rain
2021,8,Washim,24,51,140,4,Rain
2021,8,Yavatmal,25,59,225,10,Rain
2021,9,Ahmednagar,26,50,201,12,Rain
2021,9,Akola,28,59,244,11,Rain
2021,9,Amravati,29,50,336,12,Rain
2021,9,Aurangabad,36,47,166,7,Rain
2021,9,Beed,35,90,244,4,Rain
2021,9,Bhandara,22,61,298,10,Rain
2021,9,Buldhana,24,87,230,3,Rain
2021,9,Chandrapur,35,71,105,3,Rain
2021,9,Dhule,36,91,219,10,Rain
2021,9,Gadchiroli,24,59,341,8,Rain
2021,9,Gondia,22,63,367,5,Rain
2021,9,Hingoli,27,53,217,9,Rain
2021,9,Jalgaon,35,44,369,12,Rain
2021,9,Jalna,20,63,185,9,Rain
2021,9,Kolhapur,35,91,356,4,Rain
2021,9,Latur,21,68,113,9,Rain
2021,9,Mumbai City,23,63,297,6,Rain
2021,9,Mumbai Suburban,33,50,326,10,Rain
2021,9,Nagpur,35,71,225,7,Rain
2021,9,Nanded,26,43,321,5,Rain
2021,9,Nandurbar,31,46,107,3,Rain
2021,9,Nashik,24,87,222,6,Rain
2021,9,Osmanabad,24,52,211,4,Rain
2021,9,Palghar,28,81,170,2,Rain
2021,9,Parbhani,38,47,272,2,Rain
2021,9,Pune,23,55,318,10,Rain
2021,9,Raigad,31,58,320,7,Rain
2021,9,Ratnagiri,38,54,307,10,Rain
2021,9,Sangli,22,58,388,3,Rain
2021,9,Satara,24,86,211,8,Rain
2021,9,Sindhudurg,30,53,141,3,Rain
2021,9,Solapur,31,62,292,6,Rain
2021,9,Thane,23,74,333,9,Rain
2021,9,Wardha,20,76,162,3,Rain
2021,9,Washim,28,85,138,5,Rain
2021,9,Yavatmal,27,42,179,11,Rain
2021,10,Ahmednagar,24,93,6,12,Cloudy
2021,10,Akola,33,45,1,11,Cloudy
2021,10,Amravati,32,53,6,3,Cloudy
2021,10,Aurangabad,26,62,3,3,Cloudy
2021,10,Beed,27,66,14,11,Cloudy
2021,10,Bhandara,24,71,9,2,Cloudy
2021,10,Buldhana,30,93,6,2,Cloudy
2021,10,Chandrapur,20,83,20,12,Cloudy
2021,10,Dhule,22,66,14,7,Cloudy
2021,10,Gadchiroli,22,43,10,9,Cloudy
2021,10,Gondia,22,85,5,11,Cloudy
2021,10,Hingoli,38,88,13,6,Cloudy
2021,10,Jalgaon,24,91,2,12,Cloudy
2021,10,Jalna,37,76,14,4,Cloudy
2021,10,Kolhapur,37,61,8,6,Cloudy
2021,10,Latur,28,72,13,7,Cloudy
2021,10,Mumbai City,24,90,20,6,Cloudy
2021,10,Mumbai Suburban,34,93,3,8,Cloudy
2021,10,Nagpur,22,66,11,6,Cloudy
2021,10,Nanded,21,71,20,8,Cloudy
2021,10,Nandurbar,36,83,17,4,Cloudy
2021,10,Nashik,31,83,20,8,Cloudy
2021,10,Osmanabad,20,59,0,7,Cloudy
2021,10,Palghar,36,42,8,4,Cloudy
2021,10,Parbhani,26,60,7,12,Cloudy
2021,10,Pune,33,65,4,8,Cloudy
2021,10,Raigad,38,88,0,9,Cloudy
2021,10,Ratnagiri,27,65,2,2,Cloudy
2021,10,Sangli,21,61,6,7,Cloudy
2021,10,Satara,24,41,6,8,Cloudy
2021,10,Sindhudurg,31,45,13,10,Cloudy
2021,10,Solapur,36,55,3,4,Cloudy
2021,10,Thane,38,67,12,5,Cloudy
2021,10,Wardha,20,70,15,10,Cloudy
2021,10,Washim,35,92,13,6,Cloudy
2021,10,Yavatmal,28,87,20,7,Cloudy
2021,11,Ahmednagar,33,65,5,4,Cloudy
2021,11,Akola,31,79,9,8,Cloudy
2021,11,Amravati,31,40,18,4,Cloudy
2021,11,Aurangabad,32,56,8,10,Cloudy
2021,11,Beed,35,72,16,11,Cloudy
2021,11,Bhandara,36,66,11,7,Cloudy
2021,11,Buldhana,38,61,5,5,Cloudy
2021,11,Chandrapur,23,85,4,10,Cloudy
2021,11,Dhule,21,50,8,10,Cloudy
2021,11,Gadchiroli,29,66,14,12,Cloudy
2021,11,Gondia,24,47,1,11,Cloudy
2021,11,Hingoli,33,63,14,11,Cloudy
2021,11,Jalgaon,35,54,11,2,Cloudy
2021,11,Jalna,31,82,18,12,Cloudy
2021,11,Kolhapur,33,51,13,5,Cloudy
2021,11,Latur,28,65,4,6,Cloudy
2021,11,Mumbai City,20,67,11,10,Cloudy
2021,11,Mumbai Suburban,22,87,2,4,Cloudy
2021,11,Nagpur,21,44,6,10,Cloudy
2021,11,Nanded,38,80,18,8,Cloudy
2021,11,Nandurbar,21,41,17,5,Cloudy
2021,11,Nashik,38,44,12,2,Cloudy
2021,11,Osmanabad,26,42,0,7,Cloudy
2021,11,Palghar,32,71,8,4,Cloudy
2021,11,Parbhani,36,49,8,12,Cloudy
2021,11,Pune,23,60,10,5,Cloudy
2021,11,Raigad,36,59,15,3,Cloudy
2021,11,Ratnagiri,37,56,18,11,Cloudy
2021,11,Sangli,21,58,17,5,Cloudy
2021,11,Satara,35,43,0,11,Cloudy
2021,11,Sindhudurg,31,90,6,7,Cloudy
2021,11,Solapur,33,41,1,9,Cloudy
2021,11,Thane,37,81,17,5,Cloudy
2021,11,Wardha,37,59,13,6,Cloudy
2021,11,Washim,28,57,18,8,Cloudy
2021,11,Yavatmal,37,94,9,8,Cloudy
2021,12,Ahmednagar,25,86,1,4,Cloudy
2021,12,Akola,33,78,18,10,Cloudy
2021,12,Amravati,24,91,19,9,Cloudy
2021,12,Aurangabad,23,47,13,5,Cloudy
2021,12,Beed,36,62,17,8,Cloudy
2021,12,Bhandara,22,84,19,4,Cloudy
2021,12,Buldhana,34,87,1,6,Cloudy
2021,12,Chandrapur,27,69,1,11,Cloudy
2021,12,Dhule,28,88,12,8,Cloudy
2021,12,Gadchiroli,32,67,16,9,Cloudy
2021,12,Gondia,27,88,2,6,Cloudy
2021,12,Hingoli,22,76,6,10,Cloudy
2021,12,Jalgaon,28,75,17,3,Cloudy
2021,12,Jalna,32,75,0,3,Cloudy
2021,12,Kolhapur,35,54,0,6,Cloudy
2021,12,Latur,25,47,18,11,Cloudy
2021,12,Mumbai City,22,61,4,11,Cloudy
2021,12,Mumbai Suburban,24,69,15,3,Cloudy
2021,12,Nagpur,33,47,11,10,Cloudy
2021,12,Nanded,30,75,17,8,Cloudy
2021,12,Nandurbar,24,50,19,12,Cloudy
2021,12,Nashik,23,52,17,3,Cloudy
2021,12,Osmanabad,35,82,2,3,Cloudy
2021,12,Palghar,37,84,18,10,Cloudy
2021,12,Parbhani,26,42,1,5,Cloudy
2021,12,Pune,26,60,9,7,Cloudy
2021,12,Raigad,21,90,10,12,Cloudy
2021,12,Ratnagiri,34,89,10,3,Cloudy
2021,12,Sangli,33,94,4,2,Cloudy
2021,12,Satara,37,65,14,11,Cloudy
2021,12,Sindhudurg,32,62,16,5,Cloudy
2021,12,Solapur,24,77,19,11,Cloudy
2021,12,Thane,25,47,10,11,Cloudy
2021,12,Wardha,37,43,8,9,Cloudy
2021,12,Washim,22,55,17,10,Cloudy
2021,12,Yavatmal,30,53,14,8,Cloudy
2022,1,Ahmednagar,31,60,14,4,Cloudy
2022,1,Akola,35,92,19,10,Cloudy
2022,1,Amravati,36,70,10,2,Cloudy
2022,1,Aurangabad,22,50,12,10,Cloudy
2022,1,Beed,22,41,14,5,Cloudy
2022,1,Bhandara,29,54,9,5,Cloudy
2022,1,Buldhana,22,80,0,11,Cloudy
2022,1,Chandrapur,23,82,13,3,Cloudy
2022,1,Dhule,30,78,8,4,Cloudy
2022,1,Gadchiroli,24,58,3,9,Cloudy
2022,1,Gondia,20,61,15,4,Cloudy
2022,1,Hingoli,20,79,2,12,Cloudy
2022,1,Jalgaon,20,82,20,4,Cloudy
2022,1,Jalna,25,71,5,5,Cloudy
2022,1,Kolhapur,34,85,6,11,Cloudy
2022,1,Latur,27,72,18,9,Cloudy
2022,1,Mumbai City,21,83,12,10,Cloudy
2022,1,Mumbai Suburban,26,54,18,9,Cloudy
2022,1,Nagpur,31,59,0,8,Cloudy
2022,1,Nanded,32,86,12,12,Cloudy
2022,1,Nandurbar,24,53,6,11,Cloudy
2022,1,Nashik,29,47,0,12,Cloudy
2022,1,Osmanabad,32,48,18,4,Cloudy
2022,1,Palghar,26,86,9,9,Cloudy
2022,1,Parbhani,29,44,1,4,Cloudy
2022,1,Pune,25,84,0,2,Cloudy
2022,1,Raigad,24,61,20,9,Cloudy
2022,1,Ratnagiri,37,49,0,8,Cloudy
2022,1,Sangli,28,56,11,10,Cloudy
2022,1,Satara,20,66,2,8,Cloudy
2022,1,Sindhudurg,37,55,6,9,Cloudy
2022,1,Solapur,23,61,19,7,Cloudy
2022,1,Thane,30,60,14,3,Cloudy
2022,1,Wardha,25,40,1,11,Cloudy
2022,1,Washim,30,76,6,10,Cloudy
2022,1,Yavatmal,30,47,4,7,Cloudy
2022,2,Ahmednagar,23,59,20,6,Cloudy
2022,2,Akola,26,84,18,6,Cloudy
2022,2,Amravati,29,71,3,7,Cloudy
2022,2,Aurangabad,33,70,9,12,Cloudy
2022,2,Beed,22,88,17,9,Cloudy
2022,2,Bhandara,21,75,7,7,Cloudy
2022,2,Buldhana,36,78,10,5,Cloudy
2022,2,Chandrapur,26,45,4,2,Cloudy
2022,2,Dhule,33,75,18,9,Cloudy
2022,2,Gadchiroli,34,75,5,12,Cloudy
2022,2,Gondia,22,74,5,7,Cloudy
2022,2,Hingoli,37,93,10,11,Cloudy
2022,2,Jalgaon,25,42,8,2,Cloudy
2022,2,Jalna,33,44,0,8,Cloudy
2022,2,Kolhapur,23,93,11,7,Cloudy
2022,2,Latur,23,61,17,12,Cloudy
2022,2,Mumbai City,33,70,9,10,Cloudy
2022,2,Mumbai Suburban,25,93,8,7,Cloudy
2022,2,Nagpur,38,89,1,7,Cloudy
2022,2,Nanded,36,69,13,3,Cloudy
2022,2,Nandurbar,31,43,20,9,Cloudy
2022,2,Nashik,32,66,14,7,Cloudy
2022,2,Osmanabad,22,44,16,3,Cloudy
2022,2,Palghar,36,60,18,9,Cloudy
2022,2,Parbhani,22,72,6,8,Cloudy
2022,2,Pune,26,52,9,9,Cloudy
2022,2,Raigad,32,62,6,10,Cloudy
2022,2,Ratnagiri,35,82,18,2,Cloudy
2022,2,Sangli,20,41,2,8,Cloudy
2022,2,Satara,37,61,8,11,Cloudy
2022,2,Sindhudurg,28,72,9,8,Cloudy
2022,2,Solapur,24,55,0,7,Cloudy
2022,2,Thane,28,71,10,3,Cloudy
2022,2,Wardha,38,53,12,4,Cloudy
2022,2,Washim,33,60,1,2,Cloudy
2022,2,Yavatmal,22,67,6,3,Cloudy
2022,3,Ahmednagar,26,49,1,8,Hot
2022,3,Akola,26,92,6,3,Hot
2022,3,Amravati,28,75,7,11,Hot
2022,3,Aurangabad,22,56,1,5,Hot
2022,3,Beed,30,84,5,2,Hot
2022,3,Bhandara,24,66,0,6,Hot
2022,3,Buldhana,32,77,2,2,Hot
2022,3,Chandrapur,24,91,5,10,Hot
2022,3,Dhule,31,58,0,8,Hot
2022,3,Gadchiroli,34,42,2,3,Hot
2022,3,Gondia,34,56,1,4,Hot
2022,3,Hingoli,31,53,6,6,Hot
2022,3,Jalgaon,23,59,5,11,Hot
2022,3,Jalna,33,59,2,2,Hot
2022,3,Kolhapur,35,48,0,2,Hot
2022,3,Latur,29,63,1,10,Hot
2022,3,Mumbai City,36,72,1,11,Hot
2022,3,Mumbai Suburban,34,81,0,9,Hot
2022,3,Nagpur,23,42,3,6,Hot
2022,3,Nanded,33,79,0,11,Hot
2022,3,Nandurbar,28,81,0,12,Hot
2022,3,Nashik,36,92,1,9,Hot
2022,3,Osmanabad,28,63,9,8,Hot
2022,3,Palghar,33,43,2,4,Hot
2022,3,Parbhani,20,79,9,11,Hot
2022,3,Pune,36,60,9,12,Hot
2022,3,Raigad,31,59,0,9,Hot
2022,3,Ratnagiri,22,66,5,2,Hot
2022,3,Sangli,35,62,1,6,Hot
2022,3,Satara,35,71,9,9,Hot
2022,3,Sindhudurg,24,78,8,2,Hot
2022,3,Solapur,33,90,3,11,Hot
2022,3,Thane,38,89,6,4,Hot
2022,3,Wardha,36,66,8,4,Hot
2022,3,Washim,37,67,6,9,Hot
2022,3,Yavatmal,30,82,4,5,Hot
2022,4,Ahmednagar,20,40,6,4,Hot
2022,4,Akola,37,91,6,10,Hot
2022,4,Amravati,32,93,8,4,Hot
2022,4,Aurangabad,25,63,8,3,Hot
2022,4,Beed,33,84,7,6,Hot
2022,4,Bhandara,36,88,9,7,Hot
2022,4,Buldhana,36,75,7,8,Hot
2022,4,Chandrapur,30,66,5,9,Hot
2022,4,Dhule,37,51,1,9,Hot
2022,4,Gadchiroli,37,48,7,2,Hot
2022,4,Gondia,36,44,10,4,Hot
2022,4,Hingoli,24,91,6,12,Hot
2022,4,Jalgaon,38,93,7,2,Hot
2022,4,Jalna,23,79,6,6,Hot
2022,4,Kolhapur,23,76,5,11,Hot
2022,4,Latur,36,79,3,11,Hot
2022,4,Mumbai City,36,57,4,8,Hot
2022,4,Mumbai Suburban,34,58,7,12,Hot
2022,4,Nagpur,27,46,0,2,Hot
2022,4,Nanded,24,88,2,11,Hot
2022,4,Nandurbar,28,94,8,4,Hot
2022,4,Nashik,34,44,10,6,Hot
2022,4,Osmanabad,25,66,10,4,Hot
2022,4,Palghar,33,48,1,8,Hot
2022,4,Parbhani,27,55,8,2,Hot
2022,4,Pune,33,75,7,12,Hot
2022,4,Raigad,32,45,9,12,Hot
2022,4,Ratnagiri,32,48,10,3,Hot
2022,4,Sangli,36,91,7,4,Hot
2022,4,Satara,37,42,5,4,Hot
2022,4,Sindhudurg,38,41,10,7,Hot
2022,4,Solapur,26,77,3,6,Hot
2022,4,Thane,22,84,1,12,Hot
2022,4,Wardha,34,49,0,9,Hot
2022,4,Washim,37,77,4,3,Hot
2022,4,Yavatmal,38,80,6,4,Hot
2022,5,Ahmednagar,36,54,1,3,Hot
2022,5,Akola,32,82,10,11,Hot
2022,5,Amravati,38,85,7,2,Hot
2022,5,Aurangabad,21,45,10,9,Hot
2022,5,Beed,28,76,10,6,Hot
2022,5,Bhandara,30,85,8,5,Hot
2022,5,Buldhana,22,66,8,7,Hot
2022,5,Chandrapur,27,57,6,8,Hot
2022,5,Dhule,21,72,10,7,Hot
2022,5,Gadchiroli,23,88,7,4,Hot
2022,5,Gondia,33,42,2,8,Hot
2022,5,Hingoli,27,92,6,7,Hot
2022,5,Jalgaon,25,62,5,4,Hot
2022,5,Jalna,23,54,4,3,Hot
2022,5,Kolhapur,25,94,10,7,Hot
2022,5,Latur,24,62,7,10,Hot
2022,5,Mumbai City,33,43,0,12,Hot
2022,5,Mumbai Suburban,28,69,4,2,Hot
2022,5,Nagpur,25,89,4,6,Hot
2022,5,Nanded,24,40,6,6,Hot
2022,5,Nandurbar,21,54,9,4,Hot
2022,5,Nashik,30,83,5,6,Hot
2022,5,Osmanabad,22,90,5,6,Hot
2022,5,Palghar,27,78,2,3,Hot
2022,5,Parbhani,35,68,9,9,Hot
2022,5,Pune,25,45,5,11,Hot
2022,5,Raigad,26,51,4,7,Hot
2022,5,Ratnagiri,25,61,6,10,Hot
2022,5,Sangli,29,65,7,4,Hot
2022,5,Satara,33,49,4,2,Hot
2022,5,Sindhudurg,24,68,6,7,Hot
2022,5,Solapur,24,76,4,5,Hot
2022,5,Thane,31,94,10,8,Hot
2022,5,Wardha,31,77,3,3,Hot
2022,5,Washim,36,91,7,9,Hot
2022,5,Yavatmal,29,79,2,12,Hot
2022,6,Ahmednagar,36,85,253,2,Rain
2022,6,Akola,22,40,212,12,Rain
2022,6,Amravati,35,54,311,5,Rain
2022,6,Aurangabad,27,74,152,3,Rain
2022,6,Beed,28,77,387,10,Rain
2022,6,Bhandara,28,40,336,11,Rain
2022,6,Buldhana,25,88,254,10,Rain
2022,6,Chandrapur,36,51,307,8,Rain
2022,6,Dhule,32,74,131,10,Rain
2022,6,Gadchiroli,28,56,102,6,Rain
2022,6,Gondia,25,90,319,12,Rain
2022,6,Hingoli,20,49,125,7,Rain
2022,6,Jalgaon,24,90,191,12,Rain
2022,6,Jalna,26,48,154,3,Rain
2022,6,Kolhapur,38,75,340,6,Rain
2022,6,Latur,21,93,243,4,Rain
2022,6,Mumbai City,37,93,255,11,Rain
2022,6,Mumbai Suburban,38,84,210,4,Rain
2022,6,Nagpur,37,64,389,3,Rain
2022,6,Nanded,26,42,112,3,Rain
2022,6,Nandurbar,29,62,102,4,Rain
2022,6,Nashik,34,64,311,7,Rain
2022,6,Osmanabad,33,52,298,6,Rain
2022,6,Palghar,25,86,110,8,Rain
2022,6,Parbhani,38,71,220,7,Rain
2022,6,Pune,24,41,205,2,Rain
2022,6,Raigad,27,42,274,10,Rain
2022,6,Ratnagiri,24,48,123,11,Rain
2022,6,Sangli,26,43,254,9,Rain
2022,6,Satara,31,86,289,7,Rain
2022,6,Sindhudurg,23,43,344,11,Rain
2022,6,Solapur,26,48,384,8,Rain
2022,6,Thane,26,47,223,6,Rain
2022,6,Wardha,36,83,366,8,Rain
2022,6,Washim,36,84,379,4,Rain
2022,6,Yavatmal,37,61,282,7,Rain
2022,7,Ahmednagar,33,49,241,7,Rain
2022,7,Akola,38,86,236,10,Rain
2022,7,Amravati,35,74,173,8,Rain
2022,7,Aurangabad,21,95,306,7,Rain
2022,7,Beed,27,93,382,9,Rain
2022,7,Bhandara,38,59,330,11,Rain
2022,7,Buldhana,37,93,167,12,Rain
2022,7,Chandrapur,20,82,233,5,Rain
2022,7,Dhule,26,73,198,11,Rain
2022,7,Gadchiroli,30,61,231,12,Rain
2022,7,Gondia,35,76,384,6,Rain
2022,7,Hingoli,22,67,149,12,Rain
2022,7,Jalgaon,21,46,264,4,Rain
2022,7,Jalna,30,90,227,8,Rain
2022,7,Kolhapur,24,63,172,3,Rain
2022,7,Latur,31,75,231,3,Rain
2022,7,Mumbai City,24,83,183,9,Rain
2022,7,Mumbai Suburban,31,57,296,7,Rain
2022,7,Nagpur,38,49,158,9,Rain
2022,7,Nanded,23,65,155,2,Rain
2022,7,Nandurbar,31,90,180,3,Rain
2022,7,Nashik,25,43,302,9,Rain
2022,7,Osmanabad,35,72,197,8,Rain
2022,7,Palghar,30,77,370,11,Rain
2022,7,Parbhani,36,73,249,12,Rain
2022,7,Pune,32,43,374,3,Rain
2022,7,Raigad,30,51,149,12,Rain
2022,7,Ratnagiri,37,67,140,5,Rain
2022,7,Sangli,35,81,141,2,Rain
2022,7,Satara,30,62,285,12,Rain
2022,7,Sindhudurg,35,72,254,8,Rain
2022,7,Solapur,31,77,302,9,Rain
2022,7,Thane,31,50,132,7,Rain
2022,7,Wardha,37,52,193,6,Rain
2022,7,Washim,37,65,191,8,Rain
2022,7,Yavatmal,30,82,166,8,Rain
2022,8,Ahmednagar,37,62,316,4,Rain
2022,8,Akola,35,79,238,7,Rain
2022,8,Amravati,24,74,205,10,Rain
2022,8,Aurangabad,25,77,312,11,Rain
2022,8,Beed,25,91,305,11,Rain
2022,8,Bhandara,27,76,300,3,Rain
2022,8,Buldhana,37,72,316,10,Rain
2022,8,Chandrapur,34,48,144,8,Rain
2022,8,Dhule,36,76,247,10,Rain
2022,8,Gadchiroli,25,73,306,11,Rain
2022,8,Gondia,21,93,206,4,Rain
2022,8,Hingoli,35,52,239,10,Rain
2022,8,Jalgaon,35,64,263,4,Rain
2022,8,Jalna,33,86,136,7,Rain
2022,8,Kolhapur,27,56,296,3,Rain
2022,8,Latur,37,60,364,12,Rain
2022,8,Mumbai City,23,65,114,7,Rain
2022,8,Mumbai Suburban,37,60,283,12,Rain
2022,8,Nagpur,23,95,139,9,Rain
2022,8,Nanded,38,77,378,8,Rain
2022,8,Nandurbar,28,60,290,9,Rain
2022,8,Nashik,25,50,357,10,Rain
2022,8,Osmanabad,37,40,224,4,Rain
2022,8,Palghar,33,81,125,2,Rain
2022,8,Parbhani,21,70,375,11,Rain
2022,8,Pune,36,43,327,10,Rain
2022,8,Raigad,28,90,327,11,Rain
2022,8,Ratnagiri,30,85,316,9,Rain
2022,8,Sangli,31,40,146,10,Rain
2022,8,Satara,35,76,390,6,Rain
2022,8,Sindhudurg,23,75,193,5,Rain
2022,8,Solapur,35,88,295,11,Rain
2022,8,Thane,28,88,297,9,Rain
2022,8,Wardha,31,92,155,10,Rain
2022,8,Washim,22,50,391,2,Rain
2022,8,Yavatmal,27,51,397,9,Rain
2022,9,Ahmednagar,27,41,246,4,Rain
2022,9,Akola,27,93,140,3,Rain
2022,9,Amravati,34,75,241,2,Rain
2022,9,Aurangabad,38,90,342,5,Rain
2022,9,Beed,33,86,373,2,Rain
2022,9,Bhandara,28,67,158,11,Rain
2022,9,Buldhana,35,78,299,2,Rain
2022,9,Chandrapur,35,43,379,9,Rain
2022,9,Dhule,26,63,141,9,Rain
2022,9,Gadchiroli,21,40,161,8,Rain
2022,9,Gondia,32,42,306,2,Rain
2022,9,Hingoli,30,65,394,6,Rain
2022,9,Jalgaon,32,67,162,4,Rain
2022,9,Jalna,24,91,118,2,Rain
2022,9,Kolhapur,20,83,175,5,Rain
2022,9,Latur,26,48,363,11,Rain
2022,9,Mumbai City,34,44,147,4,Rain
2022,9,Mumbai Suburban,21,91,393,12,Rain
2022,9,Nagpur,30,85,143,3,Rain
2022,9,Nanded,26,48,296,3,Rain
2022,9,Nandurbar,32,74,324,3,Rain
2022,9,Nashik,22,86,120,3,Rain
2022,9,Osmanabad,30,55,231,8,Rain
2022,9,Palghar,38,91,361,3,Rain
2022,9,Parbhani,31,44,365,3,Rain
2022,9,Pune,21,77,130,8,Rain
2022,9,Raigad,20,53,340,6,Rain
2022,9,Ratnagiri,33,51,346,5,Rain
2022,9,Sangli,25,51,325,2,Rain
2022,9,Satara,29,50,384,6,Rain
